Index,Modification,Speaker,Start Time,End Time,Script
13,인식결과,3,171400,180920,됐습니다. 농민들의 행진을 가로막아서는 안 됩니다. 내란 종범이 내란을 일으킨 내란
13,수정결과,C,171400,180920,됐습니다. 농민들의 행진을 가로막아서는 안 됩니다. 내란 공범이 내란을 일으킨 내란
14,인식결과,3,180920,184079,봄이 농민의 평화로운
14,수정결과,C,180920,184079,공범이 농민의 평화로운
15,인식결과,3,184079,192140,트랙터 행진을 막을 어떠한 이유도 어떠한 권리도 어떠한 명분도 없지 않습니까?
15,수정결과,C,184079,192140,트랙터 행진을 막을 어떠한 이유도 어떠한 권리도 어떠한 명분도 없지 않습니까?
16,인식결과,3,193430,197110,다시 한번 외쳐보겠습니다. 여러분
16,수정결과,C,193430,197110,다시 한번 외쳐보겠습니다. 여러분
17,인식결과,3,245960,259399,제가 이런 거 좀 처음이라 어디서 끊어야 될지 잘 모르겠습니다. 서 계시니까 추우신 것 같아서 앉으라고 할 수도 없고 어떻게 해야 될지 모르겠습니다만 잠깐만 좀 기다려 주시고요. 지금 노래를 좀 준비하고 있습니다.
17,수정결과,C,245960,259399,제가 이런 거 좀 처음이라 어디서 끊어야 될지 잘 모르겠습니다. 서 계시니까 추우신 것 같아서 앉으라고 할 수도 없고 어떻게 해야 될지 모르겠습니다만 잠깐만 좀 기다려 주시고요. 지금 노래를 좀 준비하고 있습니다.
18,인식결과,3,259399,264299,그래서 잠깐만 기다려 주시고 우리 한번 구호 외쳐보겠습니다.
18,수정결과,C,259399,264299,그래서 잠깐만 기다려 주시고 우리 한번 구호 외쳐보겠습니다.
19,인식결과,3,264299,277160,이제 이제 제가 믿는 거 말고 한번 우리 원래 우리 구호가 있습니다. 아시죠? 내란수괴 윤석열을 즉각 체포하라.
19,수정결과,C,264299,277160,이제 이제 제가 믿는 거 말고 한번 우리 원래 우리 구호가 있습니다. 아시죠? 내란수괴 윤석열을 즉각 체포하라.
20,인식결과,3,281920,287440,내란 동주 국민의힘 즉각 해체하라.
20,수정결과,C,281920,287440,내란 동조 국민의힘 즉각 해체하라.
21,인식결과,3,293590,304820,농민 행진 가로막는 경찰 책임자 처벌하라.
21,수정결과,C,293590,304820,농민 행진 가로막는 경찰 책임자 처벌하라.
22,인식결과,2,304820,309500,경찰은
22,수정결과,B,304820,309500,경찰은
23,인식결과,3,309500,315140,농민의 행진을 막지 말고 길을 열어라.
23,수정결과,C,309500,315140,농민의 행진을 막지 말고 길을 열어라.
24,인식결과,3,320530,328180,목이 다 새 가고 있는데 음악이 아직도 준비가 되지 않습니다. 그럼에도 불구하고 한번 구호부터 외쳐보겠습니다. 괜찮으시죠?
24,수정결과,C,320530,328180,목이 다 새 가고 있는데 음악이 아직도 준비가 되지 않습니다. 그럼에도 불구하고 한번 구호부터 외쳐보겠습니다. 괜찮으시죠?
25,인식결과,3,329880,341400,사실은 뒤에 경찰 병력이 막 들어오고요. 뭐 이렇게 휘황찬란한 조명이 있는 경찰차도 보이고 살짝
25,수정결과,C,329880,341400,사실은 뒤에 경찰 병력이 막 들어오고요. 뭐 이렇게 휘황찬란한 조명이 있는 경찰차도 보이고 살짝
26,인식결과,3,341400,352100,떨리고 그렇습니다. 그래도 여러분들 믿고 계속 앞에서 진행하고 트랙터 행진 이어가도 되겠습니까? 고맙습니다.
26,수정결과,C,341400,352100,떨리고 그렇습니다. 그래도 여러분들 믿고 계속 앞에서 진행하고 트랙터 행진 이어가도 되겠습니까? 고맙습니다.
27,인식결과,3,352930,359470,부탁입니다. 의향 좀 제가
27,수정결과,C,352930,359470,부탁입니다. 의향 좀 제가
28,인식결과,3,359470,371985,"대부분 다 아시겠지만 말 그대로 천리길 행군을 거쳐서 6일째 트럭차 대행진을 진행했습니다. 전라남도 무안에 있는 전남도청,"
28,수정결과,C,359470,371985,"대부분 다 아시겠지만 말 그대로 천리길 행군을 거쳐서 6일째 트럭차 대행진을 진행했습니다. 전라남도 무안에 있는 전남도청,"
29,인식결과,3,371985,381275,"경남 진주, 경남도청 서부청사에서 출발해서 전라남도는 무안,"
29,수정결과,C,371985,381275,"경남 진주, 경남도청 서부청사에서 출발해서 전라남도는 무안,"
30,인식결과,3,381275,390255,"나주, 광주를 거치고 광주에서 장성, 전라북도 고창으로 도달했습니다."
30,수정결과,C,381275,390255,"나주, 광주를 거치고 광주에서 장성, 전라북도 고창으로 도달했습니다."
31,인식결과,3,390255,399625,"전북 고창에서 정읍, 김제, 익산을 거쳐서 우금치, 공주에 모였습니다."
31,수정결과,C,390255,399625,"전북 고창에서 정읍, 김제, 익산을 거쳐서 우금치, 공주에 모였습니다."
32,인식결과,3,399625,410145,"경상남도 진주에서 출발한 우리 트랙터 행진단은 경상남도 진주 산청, 거창을 거쳐서"
32,수정결과,C,399625,410145,"경상남도 진주에서 출발한 우리 트랙터 행진단은 경상남도 진주 산청, 거창을 거쳐서"
33,인식결과,3,410145,423885,"경상북도 고령, 김천, 상주까지 다달았고, 상주에서 공주, 우금치에서 동군과 서군이 만나서 다시 서울로 올라왔습니다."
33,수정결과,C,410145,423885,"경상북도 고령, 김천, 상주까지 다달았고, 상주에서 공주, 우금치에서 동군과 서군이 만나서 다시 서울로 올라왔습니다."
34,인식결과,3,423885,433515,공주 우금치 고개를 넘었습니다. 공주 우금치 고개를 넘고 세종 청사에 가서
34,수정결과,C,423885,433515,공주 우금치 고개를 넘었습니다. 공주 우금치 고개를 넘고 세종 청사에 가서
35,인식결과,3,433515,444159,양곡법 등 농업민생 사법을 거부한 농식품부에 대한 항의를 마치고 천안으로 이동했습니다.
35,수정결과,C,433515,444159,양곡법 등 농업민생 사법을 거부한 농식품부에 대한 항의를 마치고 천안으로 이동했습니다.
36,인식결과,3,444159,453115,"천안을 거쳐서 어딥니까? 평택, 그리고 수원"
36,수정결과,C,444159,453115,"천안을 거쳐서 어딥니까? 평택, 그리고 수원"
37,인식결과,3,453115,463385,오늘 아침에 수원시청에서 출발했지 트랙터 바퀴가 다 닳고 있습니다.
37,수정결과,C,453115,463385,오늘 아침에 수원시청에서 출발했지 트랙터 바퀴가 다 닳고 있습니다.
38,인식결과,3,463385,472835,"트랙터를 타고 있는 최소 50대 이상 60대가 대부분인 우리 트랙터 운전사들,"
38,수정결과,C,463385,472835,"트랙터를 타고 있는 최소 50대 이상 60대가 대부분인 우리 트랙터 운전사들,"
39,인식결과,3,472835,478580,우리 동학 농민회의 후에 전봉준회의 후에 우리 농민들이
39,수정결과,C,472835,478580,우리 동학 농민회의 후에 전봉준회의 후에 우리 농민들이
40,인식결과,3,479710,484240,허리를 아파해가면서 이곳까지 왔습니다.
40,수정결과,C,479710,484240,허리를 아파해가면서 이곳까지 왔습니다.
41,인식결과,3,486467,488240,알고 계시지요?
41,수정결과,C,486467,488240,알고 계시지요?
42,인식결과,3,489820,499355,경기도 수원 과천시까지만 해도 난태란 곡이 넘어설 때까지만 해도 경찰들이
42,수정결과,C,489820,499355,경기도 수원 과천시까지만 해도 난태란 곡이 넘어설 때까지만 해도 경찰들이
43,인식결과,3,499355,507320,우리 농민들의 트랙차트 행진을 엄호해 주고 보호해 주고 길을 열어줬습니다.
43,수정결과,C,499355,507320,우리 농민들의 트랙차트 행진을 엄호해 주고 보호해 주고 길을 열어줬습니다.
44,인식결과,3,507320,516565,그런데 서울에 오니까 달라졌습니다. 교통
44,수정결과,C,507320,516565,그런데 서울에 오니까 달라졌습니다. 교통
45,인식결과,3,516565,525435,교통을 뭐라고 해요? 집회 제한 통고 이래가지고요. 저희가
45,수정결과,C,516565,525435,교통을 뭐라고 해요? 집회 제한 통고 이래가지고요. 저희가
46,인식결과,3,525435,534625,한남동 관저에서 집회를 하겠다 이래서 여기 과천 남태령을 넘어서 어딥니까?
46,수정결과,C,525435,534625,한남동 관저에서 집회를 하겠다 이래서 여기 과천 남태령을 넘어서 어딥니까?
47,인식결과,3,534625,544350,"다음 코스 사당동, 동작대교, 이촌, 이태원 한남동 관저로 행진을 신고했습니다."
47,수정결과,C,534625,544350,"다음 코스 사당동, 동작대교, 이촌, 이태원 한남동 관저로 행진을 신고했습니다."
48,인식결과,3,544450,553710,그런데 답이 이렇게 왔습니다. 교통 유발 등 여러 가지 어려운 점이 있어서 경찰은 집회는 가능한데
48,수정결과,C,544450,553710,그런데 답이 이렇게 왔습니다. 교통 유발 등 여러 가지 어려운 점이 있어서 경찰은 집회는 가능한데
49,인식결과,3,553710,561110,트랙터와 1톤 트럭을 이용한 행진을 허용하지 않는다. 그러면 이게
49,수정결과,C,553710,561110,트랙터와 1톤 트럭을 이용한 행진을 허용하지 않는다. 그러면 이게
50,인식결과,3,561110,565030,집회를 하라는 얘기입니까? 하지 말라는 얘기입니까?
50,수정결과,C,561110,565030,집회를 하라는 얘기입니까? 하지 말라는 얘기입니까?
51,인식결과,3,565030,573464,법적으로는 집회 제한 통고를 했습니다만 사실은 집회를 하지 말겠다는 얘기입니다.
51,수정결과,C,565030,573464,법적으로는 집회 제한 통고를 했습니다만 사실은 집회를 하지 말겠다는 얘기입니다.
52,인식결과,3,573464,587240,그런데 더 웃긴 건 뭔지 아십니까? 앞에 계신 분들은 알겠지만 최근에 오신 분들한테 또 한번 설명을 드리겠습니다. 이 집회 제한 통보의 주체가 누군지 아십니까? 맨 마지막에 서울 경찰청장
52,수정결과,C,573464,587240,그런데 더 웃긴 건 뭔지 아십니까? 앞에 계신 분들은 알겠지만 최근에 오신 분들한테 또 한번 설명을 드리겠습니다. 이 집회 제한 통보의 주체가 누군지 아십니까? 맨 마지막에 서울 경찰청장
53,인식결과,3,587240,593870,김봉식 지인 꽝 이렇게
53,수정결과,C,587240,593870,김봉식 직인 꽝 이렇게
54,인식결과,3,593870,604350,우리 김봉식 청장님은 지금 어디 계십니까? 내란범입니다. 감옥에 있는 내란범이
54,수정결과,C,593870,604350,우리 김봉식 청장님은 지금 어디 계십니까? 내란범입니다. 감옥에 있는 내란범이
55,인식결과,3,604510,612260,집회를 하겠다고 시골에서 지금 여기까지 끌고 온 트랙터 대행진을 막겠다는
55,수정결과,C,604510,612260,집회를 하겠다고 시골에서 지금 여기까지 끌고 온 트랙터 대행진을 막겠다는
56,인식결과,3,612510,619130,통보서를 저희 농민에게 전해주는 것이 상식에 부합되는 일입니까?
56,수정결과,C,612510,619130,통보서를 저희 농민에게 전해주는 것이 상식에 부합되는 일입니까?
57,인식결과,3,619130,631575,공정한 일입니까? 그래놓고 서울에 왔더니요. 양쪽 차선에 차벽을 이렇게 만들어 놓고 농민들의 트레타 행진을 가로막았습니다.
57,수정결과,C,619130,631575,공정한 일입니까? 그래놓고 서울에 왔더니요. 양쪽 차선에 차벽을 이렇게 만들어 놓고 농민들의 트랙터 행진을 가로막았습니다.
58,인식결과,3,631575,640520,저희들이 계속 얘기했습니다. 시민들이 불편하니까 보내줘라. 그리고 우리도 보내줘라.
58,수정결과,C,631575,640520,저희들이 계속 얘기했습니다. 시민들이 불편하니까 보내줘라. 그리고 우리도 보내줘라.
59,인식결과,3,641090,651870,한 차도 열면 농민들이 뛰어나갈까 봐 막는답니다. 저 뒤에서 시민들이 항의하니까 농민들이 여기를 점거해서
59,수정결과,C,641090,651870,한 차도 열면 농민들이 뛰어나갈까 봐 막는답니다. 저 뒤에서 시민들이 항의하니까 농민들이 여기를 점거해서
60,인식결과,3,651870,661160,여러분들이 통행에 불편함을 갖는 거라고 얘기합니다. 어느 것이 진실이고 어느 것이 거짓입니까?
60,수정결과,C,651870,661160,여러분들이 통행에 불편함을 갖는 거라고 얘기합니다. 어느 것이 진실이고 어느 것이 거짓입니까?
61,인식결과,3,662610,672840,내란 중에 윤석열이 계속해 왔던 그 거짓말을 내란 종범 경찰까지 따라하고 있는 것이 말이 됩니까?
61,수정결과,C,662610,672840,내란 중에 윤석열이 계속해 왔던 그 거짓말을 내란 종범 경찰까지 따라하고 있는 것이 말이 됩니까?
62,인식결과,3,672930,681770,그래서 여기 있는 겁니다. 맞습니까? 제가 지금 목이 다 새도록 떠드는 이유는 뭡니까?
62,수정결과,C,672930,681770,그래서 여기 있는 겁니다. 맞습니까? 제가 지금 목이 다 새도록 떠드는 이유는 뭡니까?
63,인식결과,3,682680,692140,노래를 준비하기 때문입니다. 예. 괜찮으십니까? 노래 준비 되셨어요?
63,수정결과,C,682680,692140,노래를 준비하기 때문입니다. 예. 괜찮으십니까? 노래 준비 되셨어요?
64,인식결과,2,692140,695070,아 잘하고 있는 거야
64,수정결과,B,692140,695070,아 잘하고 있는 거야
65,인식결과,3,695070,704240,뭐가 나오는데요. 저는 하는 노래입니다. 여러분과 함께하십시다. 그대에게입니다.
65,수정결과,C,695070,704240,뭐가 나오는데요. 저는 하는 노래입니다. 여러분과 함께하십시다. 그대에게입니다.
66,인식결과,4,728309,737309,살아가는 순간 속에도
66,수정결과,D,728309,737309,살아가는 순간 속에도
67,인식결과,4,776630,789399,나는 그 순간을 느낄 수 있어요. 내 삶이 끝나는 내가
67,수정결과,D,776630,789399,나는 그 순간을 느낄 수 있어요. 내 삶이 끝나는 내가
68,인식결과,4,849240,860309,세상 어느 곳에서 나는 그 숨을 느낄 수 있어요.
68,수정결과,D,849240,860309,세상 어느 곳에서 나는 그 숨을 느낄 수 있어요.
69,인식결과,4,925500,928950,네 한 곡 동 하겠습니다.
69,수정결과,D,925500,928950,네 한 곡 동 하겠습니다.
70,인식결과,5,938090,942570,말씀 하나만 드려도 될까요?
70,수정결과,E,938090,942570,말씀 하나만 드려도 될까요?
71,인식결과,4,991099,998354,전해주고 싶었던 시간이 따뜻
71,수정결과,D,991099,998354,전해주고 싶었던 시간이 따뜻
72,인식결과,4,1024869,1029400,포기할 수 없어.
72,수정결과,D,1024869,1029400,포기할 수 없어.
73,인식결과,4,1057910,1067689,수많은 알 수 없는 길 속에
73,수정결과,D,1057910,1067689,수많은 알 수 없는 길 속에
74,인식결과,4,1067689,1076520,밀. 언제까지 나서 함께 하는 거야.
74,수정결과,D,1067689,1076520,밀. 언제까지 나서 함께 하는 거야.
75,인식결과,4,1098770,1109329,눈앞에서는 우리의 거칭을 할 수 없는 미래 평 바꾸지 않아
75,수정결과,D,1098770,1109329,눈앞에서는 우리의 거칭을 할 수 없는 미래 평 바꾸지 않아
76,인식결과,4,1109329,1120150,포기할 수 없어. 사랑으로 깊은 마
76,수정결과,D,1109329,1120150,포기할 수 없어. 사랑으로 깊은 마
77,인식결과,4,1138930,1152150,이 세상 속에서 반복되는 이제 알 수 없는 길 속에
77,수정결과,D,1138930,1152150,이 세상 속에서 반복되는 이제 알 수 없는 길 속에
78,인식결과,4,1156729,1162390,언제까지 나서 함께 할 거야 역시
78,수정결과,D,1156729,1162390,언제까지 나서 함께 할 거야 역시
79,인식결과,4,1171050,1182369,부드러운 순간 따스하게 모든 나의
79,수정결과,D,1171050,1182369,부드러운 순간 따스하게 모든 나의
80,인식결과,3,1237180,1243920,알겠습니다. 알겠습니다. 우리 여기 지금 언젠가 그렇죠 자리에 앉아 주시길 바랍니다.
80,수정결과,C,1237180,1243920,알겠습니다. 알겠습니다. 우리 여기 지금 언젠가 그렇죠 자리에 앉아 주시길 바랍니다.
81,인식결과,3,1245340,1250119,아니 돌아서면 사람들이 이렇게 보여주시고 돌아서면 사람들이 이렇게 보여주시고
81,수정결과,C,1245340,1250119,아니 돌아서면 사람들이 이렇게 보여주시고 돌아서면 사람들이 이렇게 보여주시고
82,인식결과,3,1250119,1259339,시민 여러분 고맙습니다. 여러분 여기 트랙터 주변에 있는데 트랙터 보니까 무섭습니까? 아니요.
82,수정결과,C,1250119,1259339,시민 여러분 고맙습니다. 여러분 여기 트랙터 주변에 있는데 트랙터 보니까 무섭습니까? 아니요.
83,인식결과,3,1259339,1269285,저희 농민들에게는 친구 같은 보물 같은 존재입니다. 그렇게 위협적인 농기계가 아니라는 겁니다.
83,수정결과,C,1259339,1269285,저희 농민들에게는 친구 같은 보물 같은 존재입니다. 그렇게 위협적인 농기계가 아니라는 겁니다.
84,인식결과,3,1269285,1272420,농민들의 마음을 담은 트랙터를
84,수정결과,C,1269285,1272420,농민들의 마음을 담은 트랙터를
85,인식결과,3,1273000,1282175,불법 시위용품 이렇게 치부하는 것은 농민들에게 정말로 자존심 상하는 얘기를 경찰이 하는 것 같습니다. 맞죠?
85,수정결과,C,1273000,1282175,불법 시위용품 이렇게 치부하는 것은 농민들에게 정말로 자존심 상하는 얘기를 경찰이 하는 것 같습니다. 맞죠?
86,인식결과,3,1283210,1287355,주변에서 한 가지 몇 가지 좀 안내 말씀 좀 드리겠습니다.
86,수정결과,C,1283210,1287355,주변에서 한 가지 몇 가지 좀 안내 말씀 좀 드리겠습니다.
87,인식결과,3,1287355,1299839,우선은 갑자기 많은 우리 시민분들께서 우리 농민 트랙타 행진단과 함께하기 위해서 모여주시다 보니까 장소가 좀 비좁습니다. 그래서 양쪽
87,수정결과,C,1287355,1299839,우선은 갑자기 많은 우리 시민분들께서 우리 농민 트랙타 행진단과 함께하기 위해서 모여주시다 보니까 장소가 좀 비좁습니다. 그래서 양쪽
88,인식결과,3,1299839,1311459,으로 이쪽 가에 통로를 좀 열어주셔서 뒤에 오시는 분들 안전하게 다닐 수 있게 좀 부탁드리고요. 화장실 저희도 모릅니다. 저희가 여기서 집회하려고 한 게 아니잖아요. 그렇죠
88,수정결과,C,1299839,1311459,으로 이쪽 가에 통로를 좀 열어주셔서 뒤에 오시는 분들 안전하게 다닐 수 있게 좀 부탁드리고요. 화장실 저희도 모릅니다. 저희가 여기서 집회하려고 한 게 아니잖아요. 그렇죠
89,인식결과,3,1311459,1318225,경찰을 막아서 지금 이 트랙터 뒤에서 무대를 만들어서 하는 거고요. 화장실은
89,수정결과,C,1311459,1318225,경찰을 막아서 지금 이 트랙터 뒤에서 무대를 만들어서 하는 거고요. 화장실은
90,인식결과,3,1318225,1325750,여러분들 보시기에 오른쪽 바로 옆에 있습니다. 다 아시죠? 예 고맙습니다. 그리고 무대 주변으로
90,수정결과,C,1318225,1325750,여러분들 보시기에 오른쪽 바로 옆에 있습니다. 다 아시죠? 예 고맙습니다. 그리고 무대 주변으로
91,인식결과,3,1325750,1336279,각종 이제 구호 물품이라고 합니까? 핫팩 이런 것들 준비가 돼 있는데 하여튼 그런 거 좀 중간중간에 나오는 대로 안내해 드리고 특히 이제 걱정하시는 분들이 계세요.
91,수정결과,C,1325750,1336279,각종 이제 구호 물품이라고 합니까? 핫팩 이런 것들 준비가 돼 있는데 하여튼 그런 거 좀 중간중간에 나오는 대로 안내해 드리고 특히 이제 걱정하시는 분들이 계세요.
92,인식결과,3,1336279,1342335,왜냐하면 저희가 집회 신고는 이쪽 편으로 이게 진행 방향이잖아요. 그쵸
92,수정결과,C,1336279,1342335,왜냐하면 저희가 집회 신고는 이쪽 편으로 이게 진행 방향이잖아요. 그쵸
93,인식결과,3,1342335,1352355,근데 여기는 역방향 과천 방향 아닙니까? 과천 방향에서 집회를 하니까 경찰이 자꾸 뭐라고 하는 거예요?
93,수정결과,C,1342335,1352355,근데 여기는 역방향 과천 방향 아닙니까? 과천 방향에서 집회를 하니까 경찰이 자꾸 뭐라고 하는 거예요?
94,인식결과,3,1352355,1360239,불법 집회 어떻게 하죠? 그리고 여기 오신 시민분들도 걱정해 주시는 분들이 많아요.
94,수정결과,C,1352355,1360239,불법 집회 어떻게 하죠? 그리고 여기 오신 시민분들도 걱정해 주시는 분들이 많아요.
95,인식결과,3,1360239,1371969,농민들이 이렇게 애써서 서울까지 오셨는데 또 불법 집회로 낙인 찍혀서 언론한테 혼나고 또 이 지탄받는 거 아니냐 걱정해주시는 분 많은데 어떻게 하죠?
95,수정결과,C,1360239,1371969,농민들이 이렇게 애써서 서울까지 오셨는데 또 불법 집회로 낙인 찍혀서 언론한테 혼나고 또 이 지탄받는 거 아니냐 걱정해주시는 분 많은데 어떻게 하죠?
96,인식결과,7,1371969,1373760,길을 열어야 합니다.
96,수정결과,G,1371969,1373760,길을 열어야 합니다.
97,인식결과,3,1373760,1381710,예. 경찰이 길을 열어주면 그만입니다. 맞죠? 그래서
97,수정결과,C,1373760,1381710,예. 경찰이 길을 열어주면 그만입니다. 맞죠? 그래서
98,인식결과,3,1382349,1389890,걱정해주시는 부분들은 충분히 알겠습니다만 그러면 여러분들과 이야기를 나눌 수 있는 공간이 없는데 어떡합니까?
98,수정결과,C,1382349,1389890,걱정해주시는 부분들은 충분히 알겠습니다만 그러면 여러분들과 이야기를 나눌 수 있는 공간이 없는데 어떡합니까?
99,인식결과,3,1389890,1400630,그냥 진행하겠습니다. 모든 책임은 저희 농민들이 지겠습니다. 괜찮으시죠?
99,수정결과,C,1389890,1400630,그냥 진행하겠습니다. 모든 책임은 저희 농민들이 지겠습니다. 괜찮으시죠?
100,인식결과,3,1407282,1415050,예. 그리고 이제 걱정해 주시는 분들께서 함께해 주십시오. 저희 지켜주십시오. 농민들 지켜주십시오. 여러분
100,수정결과,C,1407282,1415050,예. 그리고 이제 걱정해 주시는 분들께서 함께해 주십시오. 저희 지켜주십시오. 농민들 지켜주십시오. 여러분
101,인식결과,3,1416630,1421790,그리고 이제 걱정해 주시는 분들께서 이제 좀 법에 좀 능통하시거나 이런 분들이
101,수정결과,C,1416630,1421790,그리고 이제 걱정해 주시는 분들께서 이제 좀 법에 좀 능통하시거나 이런 분들이
102,인식결과,3,1421790,1430680,피켓이나 응원봉 좀 자제해 주셨으면 좋겠다 이런 말씀도 있습니다. 어떤 의미인지는 아시겠죠? 그거는 여러분들이 알아서 해 주시면 됩니다.
102,수정결과,C,1421790,1430680,피켓이나 응원봉 좀 자제해 주셨으면 좋겠다 이런 말씀도 있습니다. 어떤 의미인지는 아시겠죠? 그거는 여러분들이 알아서 해 주시면 됩니다.
103,인식결과,3,1430680,1443270,여러분들이 우리 농민들과 함께 우리 농민들 트랙타 대행진을 지켜주셨다고 지켜주시겠다고 여기 오셨으니까 거기에 맞게 우리 오늘 이 자리 뜨겁게 달궜으면 좋겠습니다. 어떻습니까?
103,수정결과,C,1430680,1443270,여러분들이 우리 농민들과 함께 우리 농민들 트랙타 대행진을 지켜주셨다고 지켜주시겠다고 여기 오셨으니까 거기에 맞게 우리 오늘 이 자리 뜨겁게 달궜으면 좋겠습니다. 어떻습니까?
104,인식결과,3,1444950,1454255,네 고맙습니다. 트랙터 행진을 통해서 트랙터가 여기에서 막혔죠. 그런데
104,수정결과,C,1444950,1454255,네 고맙습니다. 트랙터 행진을 통해서 트랙터가 여기에서 막혔죠. 그런데
105,인식결과,3,1454255,1460840,우리 농민들은 여기서 다 막히지 않았어요. 비하인드 스토리가 있습니다.
105,수정결과,C,1454255,1460840,우리 농민들은 여기서 다 막히지 않았어요. 비하인드 스토리가 있습니다.
106,인식결과,3,1461320,1470340,여기서 맞고 있는데 우당탕탕해가지고 트랙터가 3대인가 빠져나갔어요. 진짜입니다.
106,수정결과,C,1461320,1470340,여기서 맞고 있는데 우당탕탕해가지고 트랙터가 3대인가 빠져나갔어요. 진짜입니다.
107,인식결과,3,1472530,1479770,늦게 오신 분들은 모르지만 모르겠지만 일찍 오신 우리 시민분들은 다 내용을 알고 있습니다. 제가 리바이버라서 좀 죄송합니다만
107,수정결과,C,1472530,1479770,늦게 오신 분들은 모르지만 모르겠지만 일찍 오신 우리 시민분들은 다 내용을 알고 있습니다. 제가 리바이버라서 좀 죄송합니다만
108,인식결과,3,1479770,1486670,그 틀을 타가 계속 가신 거예요. 사당동 이수 교차로에서 계속 가시는데 문제는
108,수정결과,C,1479770,1486670,그 틀을 타가 계속 가신 거예요. 사당동 이수 교차로에서 계속 가시는데 문제는
109,인식결과,2,1486670,1488300,동작 대교
109,수정결과,B,1486670,1488300,동작 대교
110,인식결과,3,1488300,1491690,한담동 관저로 가야 하고 있는데 길을 몰라가지고
110,수정결과,C,1488300,1491690,한담동 관저로 가야 하고 있는데 길을 몰라가지고
111,인식결과,3,1493180,1504180,반포대교 위에서 막혔답니다. 아까 낮에 그랬습니다. 그분들 다 오셨어요. 반포대교 위에서 막혀가지고 경찰이 딱 막으면서 오도가도 못하게 막았다는 거예요.
111,수정결과,C,1493180,1504180,반포대교 위에서 막혔답니다. 아까 낮에 그랬습니다. 그분들 다 오셨어요. 반포대교 위에서 막혀가지고 경찰이 딱 막으면서 오도가도 못하게 막았다는 거예요.
112,인식결과,2,1504180,1508070,그래놓고
112,수정결과,B,1504180,1508070,그래놓고
113,인식결과,4,1517750,1525664,어떻게 생각하세요?
113,수정결과,D,1517750,1525664,어떻게 생각하세요?
114,인식결과,3,1525664,1535275,지금 이것과 똑같은 상황 아닙니까? 맞죠? 그리고 쿠데타가 행렬을 이룬 것도 아니고 한 대가 간 거예요.
114,수정결과,C,1525664,1535275,지금 이것과 똑같은 상황 아닙니까? 맞죠? 그리고 쿠데타가 행렬을 이룬 것도 아니고 한 대가 간 거예요.
115,인식결과,3,1535275,1545240,교통이 마비됐나요? 아니잖아요. 근데 이 나라 경찰들은 우리 농민들이 상여를 가지고 온다거나
115,수정결과,C,1535275,1545240,교통이 마비됐나요? 아니잖아요. 근데 이 나라 경찰들은 우리 농민들이 상여를 가지고 온다거나
116,인식결과,3,1545240,1549905,트랙터를 가지고 온다거나 이러면 경기를 일으킵니다.
116,수정결과,C,1545240,1549905,트랙터를 가지고 온다거나 이러면 경기를 일으킵니다.
